id,path,predict,chosen_model,conf_m1,conf_m2,conf_m3
loi-lai_1618732843092,audio_data/private_test/loi-lai_1618732843092.wav,lỗi lai,model1_wav2vec2_vi,-0.0032,-3.0224,
TQA_7_NAM_S0045_276,audio_data/private_test/TQA_7_NAM_S0045_276.wav,câu thơ cho thấy bầy chim cun rất thích bờ che là ờ cherắt nat,model1_wav2vec2_vi,-0.0408,-2.9803,
TQA_7_NAM_S0045_123,audio_data/private_test/TQA_7_NAM_S0045_123.wav,ơi tên cậu ý thích loại chin nào,model1_wav2vec2_vi,-0.1279,-2.9889,
TQA_7_NAM_S0045_182,audio_data/private_test/TQA_7_NAM_S0045_182.wav,hai cậu bé đặt con chim vào một chiếc hộp rất đẹp và trôn cất thật long trọng,model1_wav2vec2_vi,-0.0257,-2.974,
TQA_7_NAM_S0045_109,audio_data/private_test/TQA_7_NAM_S0045_109.wav,tớ hỏi thảo cô này nhé,model1_wav2vec2_vi,-0.0207,-3.0116,
TQA_7_NAM_S0045_130,audio_data/private_test/TQA_7_NAM_S0045_130.wav,xê họ nhà chim rúuríc bay đến đậu ở những bội cây quanh gồ,model1_wav2vec2_vi,-0.0543,-2.9913,
TQA_7_NAM_S0045_110,audio_data/private_test/TQA_7_NAM_S0045_110.wav,cậu hãy tìm những từ ngữ tả vẻ đẹp của mặt hồ iropal,model1_wav2vec2_vi,-0.0305,-2.9923,
DNL_Nu_6_S0007_51,audio_data/private_test/DNL_Nu_6_S0007_51.wav,xuống đâ ên có két đơi,model1_wav2vec2_vi,-0.1175,-2.9488,
TQA_7_NAM_S0045_47,audio_data/private_test/TQA_7_NAM_S0045_47.wav,mừng vui rồi lại đi,model1_wav2vec2_vi,-0.0113,-2.9895,
TQA_7_NAM_S0045_190,audio_data/private_test/TQA_7_NAM_S0045_190.wav,chim tự do bay nhảy trong thế giới rộng lớn,model1_wav2vec2_vi,-0.0242,-2.9647,
TQA_7_NAM_S0045_113,audio_data/private_test/TQA_7_NAM_S0045_113.wav,tớ hỏi cậu,model1_wav2vec2_vi,-0.0246,-2.9573,
TQA_7_NAM_S0045_62,audio_data/private_test/TQA_7_NAM_S0045_62.wav,những câu thơ tả vẻ đẹp của cây cối khi xuân về,model1_wav2vec2_vi,-0.0109,-2.9663,
TQA_7_NAM_S0045_242,audio_data/private_test/TQA_7_NAM_S0045_242.wav,một đàn cò bạch,model1_wav2vec2_vi,-0.0091,-2.9651,
TQA_7_NAM_S0045_137,audio_data/private_test/TQA_7_NAM_S0045_137.wav,xe ven hồ những con chim câu túc hát lên lanh lạnh,model1_wav2vec2_vi,-0.0597,-2.9802,
TQA_7_NAM_S0045_21,audio_data/private_test/TQA_7_NAM_S0045_21.wav,tới mươi thảo cô gái trở lấy bớc tranh thử năm đi,model1_wav2vec2_vi,-0.0848,-2.9633,
TQA_7_NAM_S0045_282,audio_data/private_test/TQA_7_NAM_S0045_282.wav,bồ công bố mẹ thay nhau ấp trứng,model1_wav2vec2_vi,-0.0212,-2.972,
TQA_7_NAM_S0045_247,audio_data/private_test/TQA_7_NAM_S0045_247.wav,có bác bồ nâm,model1_wav2vec2_vi,-0.038,-2.9779,
TQA_7_NAM_S0045_42,audio_data/private_test/TQA_7_NAM_S0045_42.wav,cây cam vàng thêm trái,model1_wav2vec2_vi,-0.0369,-2.9622,
TQA_7_NAM_S0045_61,audio_data/private_test/TQA_7_NAM_S0045_61.wav,tôi sẽ trả lời đây là câu của tớức,model1_wav2vec2_vi,-0.033,-2.9588,
TQA_7_NAM_S0045_81,audio_data/private_test/TQA_7_NAM_S0045_81.wav,rau sung ê ởsâu sung xê ở trên nưng bãi,model1_wav2vec2_vi,-0.0822,-2.9855,
TQA_7_NAM_S0045_156,audio_data/private_test/TQA_7_NAM_S0045_156.wav,chia sẻ sống ở trên cây nên phải bám vào cành cây bằng cả hai chân cho khỏi ngã,model1_wav2vec2_vi,-0.0199,-2.9854,
DNL_Nu_6_S0007_30,audio_data/private_test/DNL_Nu_6_S0007_30.wav,cá và chim,model1_wav2vec2_vi,-0.0301,-2.9886,
DNL_Nu_6_S0007_94,audio_data/private_test/DNL_Nu_6_S0007_94.wav,nế nếu như em thấy chức rằng thì ai mẹẹt bóng và thổi thật hổ bao nhiêu ế,model1_wav2vec2_vi,-0.099,-2.9774,
TQA_7_NAM_S0045_153,audio_data/private_test/TQA_7_NAM_S0045_153.wav,vì vậy khi cần nghỉ nó co một chân lên áp sát bụng hai chân cò thay nhau co lên cho đỡ mỏi,model1_wav2vec2_vi,-0.0218,-2.9934,
TQA_7_NAM_S0045_15,audio_data/private_test/TQA_7_NAM_S0045_15.wav,hình ảnh số một là con chim kén cổ,model1_wav2vec2_vi,-0.0274,-2.9681,
DNL_Nu_6_S0007_32,audio_data/private_test/DNL_Nu_6_S0007_32.wav,này bạn cin ơi,model1_wav2vec2_vi,-0.0482,-2.949,
TQA_7_NAM_S0045_147,audio_data/private_test/TQA_7_NAM_S0045_147.wav,mỏi chim sẻ và mỏ chim bổ câu hình tam gát nhỏ ngắn vào cứmg vì chúng an hạt ngũ cốc,model1_wav2vec2_vi,-0.0394,-2.9846,
TQA_7_NAM_S0045_160,audio_data/private_test/TQA_7_NAM_S0045_160.wav,mỗi vừa đọc một đoạn cậu đọc trước đi hân,model1_wav2vec2_vi,-0.0419,-2.9874,
TQA_7_NAM_S0045_249,audio_data/private_test/TQA_7_NAM_S0045_249.wav,im như tượng đã,model1_wav2vec2_vi,-0.05,-2.9849,
TQA_7_NAM_S0045_212,audio_data/private_test/TQA_7_NAM_S0045_212.wav,vì thế các cậu không nên bắt chim và ngắt hoa mà không để ý tới giá trị của chúng,model1_wav2vec2_vi,-0.0173,-2.978,
TQA_7_NAM_S0045_214,audio_data/private_test/TQA_7_NAM_S0045_214.wav,tới cũng đồng ý với ý kiến của cậu,model1_wav2vec2_vi,-0.0156,-2.97,
TQA_7_NAM_S0045_290,audio_data/private_test/TQA_7_NAM_S0045_290.wav,tướng tướng nguyễn tríc đã dùng bồ câu đua tin góp phần đánh thắng nhiều trận quan trọng,model1_wav2vec2_vi,-0.036,-2.9627,
TQA_7_NAM_S0045_8,audio_data/private_test/TQA_7_NAM_S0045_8.wav,tờ đồ cắc cộu hình ảnh số xấu và chim gì vậy,model1_wav2vec2_vi,-0.0609,-2.9811,
TQA_7_NAM_S0045_24,audio_data/private_test/TQA_7_NAM_S0045_24.wav,à hình ảnh số sáu là con qu,model1_wav2vec2_vi,-0.0448,-2.9834,
TQA_7_NAM_S0045_210,audio_data/private_test/TQA_7_NAM_S0045_210.wav,tôi muốn nói với các cậu ấy,model1_wav2vec2_vi,-0.0194,-2.974,
DNL_Nu_6_S0007_80,audio_data/private_test/DNL_Nu_6_S0007_80.wav,nhưng hực hì đe tót một cái tác tảng ắc ta hẳng,model1_wav2vec2_vi,-0.0759,-2.9409,
TQA_7_NAM_S0045_273,audio_data/private_test/TQA_7_NAM_S0045_273.wav,bầy chim cu gật hồ ca hát,model1_wav2vec2_vi,-0.0265,-2.9668,
TQA_7_NAM_S0045_204,audio_data/private_test/TQA_7_NAM_S0045_204.wav,hành động của các cậu bé gây ra chuyện gì đau lòng,model1_wav2vec2_vi,-0.0164,-2.9673,
TQA_7_NAM_S0045_33,audio_data/private_test/TQA_7_NAM_S0045_33.wav,hânh ơi cậu đọc cho  bọn tứ nghe bài chim én nghé,model1_wav2vec2_vi,-0.0548,-2.9873,
TQA_7_NAM_S0045_237,audio_data/private_test/TQA_7_NAM_S0045_237.wav,khoe ơi cậu đọc cho bọn tớ nghe,model1_wav2vec2_vi,-0.0248,-2.9829,
TQA_7_NAM_S0045_140,audio_data/private_test/TQA_7_NAM_S0045_140.wav,bê trên mặt hồ bầy thên nga tráng mốt đang bơi lội,model1_wav2vec2_vi,-0.0304,-2.9744,
TQA_7_NAM_S0045_23,audio_data/private_test/TQA_7_NAM_S0045_23.wav,khoa ơi đến lật cậu rồi,model1_wav2vec2_vi,-0.0529,-2.9611,
DNL_Nu_6_S0007_43,audio_data/private_test/DNL_Nu_6_S0007_43.wav,tmươi tối suối,model1_wav2vec2_vi,-0.0977,-2.9611,
TQA_7_NAM_S0045_215,audio_data/private_test/TQA_7_NAM_S0045_215.wav,tố cũng muốn nói các bạn không nên bắt chim và ngắp hoa,model1_wav2vec2_vi,-0.0306,-2.9998,
DNL_Nu_6_S0007_35,audio_data/private_test/DNL_Nu_6_S0007_35.wav,tết lậm tết giảm,model1_wav2vec2_vi,-0.1721,-2.9599,
TQA_7_NAM_S0045_82,audio_data/private_test/TQA_7_NAM_S0045_82.wav,han khoe sắp nơi nơi,model1_wav2vec2_vi,-0.0623,-2.9777,
TQA_7_NAM_S0045_240,audio_data/private_test/TQA_7_NAM_S0045_240.wav,bờ che đón khắc,model1_wav2vec2_vi,-0.0304,-3.0255,
TQA_7_NAM_S0045_179,audio_data/private_test/TQA_7_NAM_S0045_179.wav,bông cúc héo lạ đi vì thương phát,model1_wav2vec2_vi,-0.0409,-3.0174,
TQA_7_NAM_S0045_13,audio_data/private_test/TQA_7_NAM_S0045_13.wav,tứ và các cậu cùng kẩy nối tiếp tên của các loài thim trong bức tranh nhé,model1_wav2vec2_vi,-0.0606,-2.9759,
TQA_7_NAM_S0045_18,audio_data/private_test/TQA_7_NAM_S0045_18.wav,à hình ảnh số ba là con chim rẻo quạt,model1_wav2vec2_vi,-0.0489,-2.9688,
TQA_7_NAM_S0045_161,audio_data/private_test/TQA_7_NAM_S0045_161.wav,chim sơn ca và bông cúc trắng,model1_wav2vec2_vi,-0.0167,-2.9904,
TQA_7_NAM_S0045_193,audio_data/private_test/TQA_7_NAM_S0045_193.wav,hân ơi cậu trả lời giúp đớ câu này nhé,model1_wav2vec2_vi,-0.0413,-2.9776,
TQA_7_NAM_S0045_59,audio_data/private_test/TQA_7_NAM_S0045_59.wav,những câu thơ tạ vẻ đẹp của cây cối khim mùa xuân về,model1_wav2vec2_vi,-0.0276,-2.9849,
TQA_7_NAM_S0045_287,audio_data/private_test/TQA_7_NAM_S0045_287.wav,chúng vẫn nhớ đường về,model1_wav2vec2_vi,-0.0196,-2.9569,
DNL_Nu_6_S0007_77,audio_data/private_test/DNL_Nu_6_S0007_77.wav,gở cha chơi bào con ra sân chơi với các bạn,model1_wav2vec2_vi,-0.0302,-2.9734,
TQA_7_NAM_S0045_106,audio_data/private_test/TQA_7_NAM_S0045_106.wav,họa nhà chim đủ các loại đủ các màu sắc,model1_wav2vec2_vi,-0.0245,-2.9874,
TQA_7_NAM_S0045_188,audio_data/private_test/TQA_7_NAM_S0045_188.wav,trước xi bị bỏ vào lồng chim và hoa sống thế nào,model1_wav2vec2_vi,-0.0223,-2.9852,
DNL_Nu_6_S0007_62,audio_data/private_test/DNL_Nu_6_S0007_62.wav,chi bay trên trời,model1_wav2vec2_vi,-0.0441,-2.9879,
TQA_7_NAM_S0045_157,audio_data/private_test/TQA_7_NAM_S0045_157.wav,vì quên dùng đồng thời vê chân,model1_wav2vec2_vi,-0.0392,-2.9675,
DNL_Nu_6_S0007_49,audio_data/private_test/DNL_Nu_6_S0007_49.wav,cá phê ruồi suối thấy trin khốt trên cành,model1_wav2vec2_vi,-0.1012,-2.9626,
TQA_7_NAM_S0045_170,audio_data/private_test/TQA_7_NAM_S0045_170.wav,thảo ơi cậu đọc đoạn tiếp theo đi,model1_wav2vec2_vi,-0.0267,-2.9613,
TQA_7_NAM_S0045_294,audio_data/private_test/TQA_7_NAM_S0045_294.wav,khuê ơi cậu trả lời giúp đỡ những câu hỏi này nhé,model1_wav2vec2_vi,-0.0356,-2.9851,
TQA_7_NAM_S0045_145,audio_data/private_test/TQA_7_NAM_S0045_145.wav,vì sao mỏng của các đoài chim không giống nhau,model1_wav2vec2_vi,-0.0498,-2.9864,
DNL_Nu_6_S0007_47,audio_data/private_test/DNL_Nu_6_S0007_47.wav,thế rồi hai bạn cùng đi chơi,model1_wav2vec2_vi,-0.017,-3.013,
TQA_7_NAM_S0045_223,audio_data/private_test/TQA_7_NAM_S0045_223.wav,thế chin gì biết đưa thư là biểu hiện của hà bính,model1_wav2vec2_vi,-0.0409,-2.9808,
DNL_Nu_6_S0007_58,audio_data/private_test/DNL_Nu_6_S0007_58.wav,chim báo trên trời,model1_wav2vec2_vi,-0.0771,-3.0048,
TQA_7_NAM_S0045_167,audio_data/private_test/TQA_7_NAM_S0045_167.wav,bông cúc đã nghe thấy tiếng sân ca buồn thảm,model1_wav2vec2_vi,-0.0546,-2.9731,
DNL_Nu_6_S0007_16,audio_data/private_test/DNL_Nu_6_S0007_16.wav,nó ăn rồi đởi tạo bong hỏng cùng học chiếc kăng vàn óng,model1_wav2vec2_vi,-0.0602,-2.9503,
DNL_Nu_6_S0007_89,audio_data/private_test/DNL_Nu_6_S0007_89.wav,vài tám con đã thủ loại hết sạch hà nói,model1_wav2vec2_vi,-0.0411,-2.9534,
TQA_7_NAM_S0045_100,audio_data/private_test/TQA_7_NAM_S0045_100.wav,mỗi lần đại bàng vẫ cảnh lại phát ra nhưng tiếng iu rivut,model1_wav2vec2_vi,-0.042,-2.9916,
TQA_7_NAM_S0045_189,audio_data/private_test/TQA_7_NAM_S0045_189.wav,trước khi bị bỏ vào lòng,model1_wav2vec2_vi,-0.0169,-2.9885,
TQA_7_NAM_S0045_131,audio_data/private_test/TQA_7_NAM_S0045_131.wav,ơi câu trả lời đi,model1_wav2vec2_vi,-0.0501,-2.9859,
TQA_7_NAM_S0045_219,audio_data/private_test/TQA_7_NAM_S0045_219.wav,chim bảo hiệu bùa xuân sang là chim én,model1_wav2vec2_vi,-0.0302,-2.9706,
TQA_7_NAM_S0045_198,audio_data/private_test/TQA_7_NAM_S0045_198.wav,điều gì cho thấy các cậu bé rấp vô tính đối với chim,model1_wav2vec2_vi,-0.0202,-2.981,
TQA_7_NAM_S0045_186,audio_data/private_test/TQA_7_NAM_S0045_186.wav,nó thì hôm nay chắc nó vẫn đang tắm nắng mặt trời,model1_wav2vec2_vi,-0.0271,-2.9843,
TQA_7_NAM_S0045_272,audio_data/private_test/TQA_7_NAM_S0045_272.wav,xe núi với bốn chúa bói cá bay xuống rổi lại vụt bay lên đê nú với ba,model1_wav2vec2_vi,-0.0338,-2.9906,
DNL_Nu_6_S0007_25,audio_data/private_test/DNL_Nu_6_S0007_25.wav,tớ thấy bông hồng được học ngắn an ủ cậu à,model1_wav2vec2_vi,-0.0379,-2.9503,
TQA_7_NAM_S0045_16,audio_data/private_test/TQA_7_NAM_S0045_16.wav,thảo ơi tới mười cậu trả lời bức tranh số hai,model1_wav2vec2_vi,-0.0398,-2.9695,
TQA_7_NAM_S0045_150,audio_data/private_test/TQA_7_NAM_S0045_150.wav,vì sao cò thường đứng bằng một chân,model1_wav2vec2_vi,-0.0234,-2.9752,
TQA_7_NAM_S0045_112,audio_data/private_test/TQA_7_NAM_S0045_112.wav,mặt hồ càng thế càng xanh thêm manh mông,model1_wav2vec2_vi,-0.0379,-2.9801,
TQA_7_NAM_S0045_37,audio_data/private_test/TQA_7_NAM_S0045_37.wav,hôm nay về mở hội,model1_wav2vec2_vi,-0.0046,-3.0083,
TQA_7_NAM_S0045_146,audio_data/private_test/TQA_7_NAM_S0045_146.wav,mở của chim liên quan đến thức ăn của chúng,model1_wav2vec2_vi,-0.0103,-2.9657,
TQA_7_NAM_S0045_79,audio_data/private_test/TQA_7_NAM_S0045_79.wav,bộ phận trả lời cho câu ở ở đâu là cận m,model1_wav2vec2_vi,-0.0409,-2.9683,
TQA_7_NAM_S0045_88,audio_data/private_test/TQA_7_NAM_S0045_88.wav,từ chỉ từ ngữ chỉ hoạt động là mở hội lượn bay dẫn lối rủ trào vấy,model1_wav2vec2_vi,-0.0208,-2.9441,
TQA_7_NAM_S0045_194,audio_data/private_test/TQA_7_NAM_S0045_194.wav,vì sao tiếng hoắt của chim trở nên buồn thảm,model1_wav2vec2_vi,-0.0261,-2.9691,
TQA_7_NAM_S0045_271,audio_data/private_test/TQA_7_NAM_S0045_271.wav,bác bồ nông đứng im như thuộng đá,model1_wav2vec2_vi,-0.0379,-2.9813,
TQA_7_NAM_S0045_162,audio_data/private_test/TQA_7_NAM_S0045_162.wav,ben bờ rào giữa đám cổ dạy có bông cúc trắng,model1_wav2vec2_vi,-0.0209,-2.9841,
TQA_7_NAM_S0045_67,audio_data/private_test/TQA_7_NAM_S0045_67.wav,các cậu muốn chim é nói gì khi mùa xuân về,model1_wav2vec2_vi,-0.0235,-2.982,
DNL_Nu_6_S0007_81,audio_data/private_test/DNL_Nu_6_S0007_81.wav,báo con báo con rất,model1_wav2vec2_vi,-0.0193,-2.9311,
TQA_7_NAM_S0045_268,audio_data/private_test/TQA_7_NAM_S0045_268.wav,tháo ơi cậu trả lời đi,model1_wav2vec2_vi,-0.0211,-3.004,
DNL_Nu_6_S0007_60,audio_data/private_test/DNL_Nu_6_S0007_60.wav,cần làm chìn ơi,model1_wav2vec2_vi,-0.1331,-2.9831,
TQA_7_NAM_S0045_1,audio_data/private_test/TQA_7_NAM_S0045_1.wav,cậu ơi chúng mình cùng thi gọi têm những loài chim có tên tron bức tranh này nhé,model1_wav2vec2_vi,-0.0335,-3.0007,
TQA_7_NAM_S0045_232,audio_data/private_test/TQA_7_NAM_S0045_232.wav,các loài chim có rất nhiều lợi ích mang lại cho con người như giúp nông dân bảo vệ mùa màng,model1_wav2vec2_vi,-0.0161,-2.9936,
TQA_7_NAM_S0045_279,audio_data/private_test/TQA_7_NAM_S0045_279.wav,bồ câu được con người đưa về nuôi từ cách tên năm nghìn năm,model1_wav2vec2_vi,-0.0276,-2.9742,
DNL_Nu_6_S0007_97,audio_data/private_test/DNL_Nu_6_S0007_97.wav,hàn sau em lài có vểc  tức sau khi em sẽ thuộc báo mạ,model1_wav2vec2_vi,-0.1214,-2.9881,
DNL_Nu_6_S0007_55,audio_data/private_test/DNL_Nu_6_S0007_55.wav,ôi bạn cá ơi,model1_wav2vec2_vi,-0.0366,-2.9655,
TQA_7_NAM_S0045_93,audio_data/private_test/TQA_7_NAM_S0045_93.wav,những con gió nhẹ là mặt nước hồ idota trao mình rung động,model1_wav2vec2_vi,-0.042,-2.9807,
DNL_Nu_6_S0007_61,audio_data/private_test/DNL_Nu_6_S0007_61.wav,bao gờ suối,model1_wav2vec2_vi,-0.0531,-2.9808,
TQA_7_NAM_S0045_63,audio_data/private_test/TQA_7_NAM_S0045_63.wav,cỏ mặc xanh chân đêm,model1_wav2vec2_vi,-0.0347,-2.9551,
DNL_Nu_6_S0007_74,audio_data/private_test/DNL_Nu_6_S0007_74.wav,thớ có bạn à bạn kể đi,model1_wav2vec2_vi,-0.0338,-3.008,
TQA_7_NAM_S0045_217,audio_data/private_test/TQA_7_NAM_S0045_217.wav,tờ đồ nhé chin tệt báo hiệu mùa xuân xang,model1_wav2vec2_vi,-0.0658,-2.9946,
TQA_7_NAM_S0045_149,audio_data/private_test/TQA_7_NAM_S0045_149.wav,còn chim ưng có mỏ vừa cứmg vừa sắc để bắt và xé con mùi,model1_wav2vec2_vi,-0.0199,-2.9859,
TQA_7_NAM_S0045_40,audio_data/private_test/TQA_7_NAM_S0045_40.wav,cỏ màc xanh chân đêm,model1_wav2vec2_vi,-0.0422,-2.9781,
TQA_7_NAM_S0045_201,audio_data/private_test/TQA_7_NAM_S0045_201.wav,be đối với hoa hai cậu cầm rao,model1_wav2vec2_vi,-0.0275,-2.9684,
TQA_7_NAM_S0045_92,audio_data/private_test/TQA_7_NAM_S0045_92.wav,chín rừng tây nguyên,model1_wav2vec2_vi,-0.0667,-2.9712,
TQA_7_NAM_S0045_119,audio_data/private_test/TQA_7_NAM_S0045_119.wav,thiên nga có bộ lông trắng muốt chiếc cổ dài thường xuyên bơi lội quanh hồ,model1_wav2vec2_vi,-0.0239,-2.9852,
TQA_7_NAM_S0045_65,audio_data/private_test/TQA_7_NAM_S0045_65.wav,cây cam vàng thên trái,model1_wav2vec2_vi,-0.0449,-2.9723,
DNL_Nu_6_S0007_18,audio_data/private_test/DNL_Nu_6_S0007_18.wav,thế là bằng cây tội đắt nhô lên,model1_wav2vec2_vi,-0.0278,-2.9578,
DNL_Nu_6_S0007_98,audio_data/private_test/DNL_Nu_6_S0007_98.wav,bạn vừa nghe xong câu câu chuyện tố kỳ tún không,model1_wav2vec2_vi,-0.0261,-2.9682,
DNL_Nu_6_S0007_4,audio_data/private_test/DNL_Nu_6_S0007_4.wav,để tớ đọc trước bạn nha,model1_wav2vec2_vi,-0.0201,-2.9724,
DNL_Nu_6_S0007_83,audio_data/private_test/DNL_Nu_6_S0007_83.wav,trong cuộc thi vận tay gấu con,model1_wav2vec2_vi,-0.0612,-2.954,
DNL_Nu_6_S0007_68,audio_data/private_test/DNL_Nu_6_S0007_68.wav,đúng rồi đấy màà,model1_wav2vec2_vi,-0.0341,-2.9948,
TQA_7_NAM_S0045_267,audio_data/private_test/TQA_7_NAM_S0045_267.wav,bài thơ tả dáng vẻ của mỗi loài chim đến bờ tre khác nhau như thế nào,model1_wav2vec2_vi,-0.0258,-2.9987,
TQA_7_NAM_S0045_52,audio_data/private_test/TQA_7_NAM_S0045_52.wav,chot ý đúng,model1_wav2vec2_vi,-0.0592,-2.9698,
TQA_7_NAM_S0045_83,audio_data/private_test/TQA_7_NAM_S0045_83.wav,xếp các từ ngỡa sau vào phụt nhóm thích hợp,model1_wav2vec2_vi,-0.0779,-2.9686,
DNL_Nu_6_S0007_104,audio_data/private_test/DNL_Nu_6_S0007_104.wav,trong cuộc thi leo cây ai thắng,model1_wav2vec2_vi,-0.0395,-2.9911,
TQA_7_NAM_S0045_278,audio_data/private_test/TQA_7_NAM_S0045_278.wav,bồ câu tung cái tổ tiên bồ câu nhà là loài bồ công múi chuyên làm tổ trên vách đá,model1_wav2vec2_vi,-0.0327,-2.9728,
DNL_Nu_6_S0007_3,audio_data/private_test/DNL_Nu_6_S0007_3.wav,chúng mình cùng gọc bài hạt nằng đế con nhé,model1_wav2vec2_vi,-0.0614,-2.9554,
DNL_Nu_6_S0007_76,audio_data/private_test/DNL_Nu_6_S0007_76.wav,thôi mà,model1_wav2vec2_vi,-0.0754,-2.9878,
TQA_7_NAM_S0045_39,audio_data/private_test/TQA_7_NAM_S0045_39.wav,rủ mùa xuân cùng về,model1_wav2vec2_vi,-0.0409,-2.9999,
TQA_7_NAM_S0045_172,audio_data/private_test/TQA_7_NAM_S0045_172.wav,đem về bỏ bò lồng sơn ca con ch,model1_wav2vec2_vi,-0.0391,-2.9531,
TQA_7_NAM_S0045_17,audio_data/private_test/TQA_7_NAM_S0045_17.wav,hình ảnh số khai là con chim gáy qhuê ơi cậu trả lời đấ,model1_wav2vec2_vi,-0.0501,-3.003,
TQA_7_NAM_S0045_283,audio_data/private_test/TQA_7_NAM_S0045_283.wav,khi chim non mới ra đời bố mẹ không bớm mồi mà bớm sữa chứa trăng riều cho con,model1_wav2vec2_vi,-0.0286,-2.9853,
DNL_Nu_6_S0007_70,audio_data/private_test/DNL_Nu_6_S0007_70.wav,theo tớ hình chim bay trên trời,model1_wav2vec2_vi,-0.0382,-2.9618,
TQA_7_NAM_S0045_165,audio_data/private_test/TQA_7_NAM_S0045_165.wav,cúc xung xướng khôn tả chìm véo hon mãi rồi mới bay về bộu trời xanh thẳng,model1_wav2vec2_vi,-0.0447,-2.9723,
TQA_7_NAM_S0045_185,audio_data/private_test/TQA_7_NAM_S0045_185.wav,còn bông hoa giá là các cậu đừng mắt nó t,model1_wav2vec2_vi,-0.0513,-2.9919,
DNL_Nu_6_S0007_8,audio_data/private_test/DNL_Nu_6_S0007_8.wav,gó than của gợt người tặc bông hống chước không giảm ấn,model1_wav2vec2_vi,-0.0764,-2.9611,
TQA_7_NAM_S0045_168,audio_data/private_test/TQA_7_NAM_S0045_168.wav,thì ra sân ca đã bị nhốt trong lồng,model1_wav2vec2_vi,-0.0191,-2.996,
TQA_7_NAM_S0045_3,audio_data/private_test/TQA_7_NAM_S0045_3.wav,tớ mời hân trả lời,model1_wav2vec2_vi,-0.0293,-2.9447,
DNL_Nu_6_S0007_24,audio_data/private_test/DNL_Nu_6_S0007_24.wav,geo bạn bong hồng được thả hạn nắm ăn tính hay giúp hạ lá cây lảyh nắm,model1_wav2vec2_vi,-0.0491,-2.9572,
TQA_7_NAM_S0045_248,audio_data/private_test/TQA_7_NAM_S0045_248.wav,đứng nhìn may móng,model1_wav2vec2_vi,-0.0643,-2.9898,
TQA_7_NAM_S0045_228,audio_data/private_test/TQA_7_NAM_S0045_228.wav,chính là chim cú mèo,model1_wav2vec2_vi,-0.0181,-2.9772,
TQA_7_NAM_S0045_203,audio_data/private_test/TQA_7_NAM_S0045_203.wav,a mà không cần biết bông hoa đang trở nên rất đẹp,model1_wav2vec2_vi,-0.0371,-2.9725,
TQA_7_NAM_S0045_218,audio_data/private_test/TQA_7_NAM_S0045_218.wav,hân cậu trả lời giúp tớ,model1_wav2vec2_vi,-0.0364,-2.9794,
TQA_7_NAM_S0045_86,audio_data/private_test/TQA_7_NAM_S0045_86.wav,tờ sẽ xắp xếp như sau,model1_wav2vec2_vi,-0.0603,-2.991,
TQA_7_NAM_S0045_34,audio_data/private_test/TQA_7_NAM_S0045_34.wav,được thôi tớ đọc nhé,model1_wav2vec2_vi,-0.0284,-2.9592,
DNL_Nu_6_S0007_6,audio_data/private_test/DNL_Nu_6_S0007_6.wav,mẹ mặt trời thả hạt nắng xuống tất chơi,model1_wav2vec2_vi,-0.0353,-2.9439,
TQA_7_NAM_S0045_87,audio_data/private_test/TQA_7_NAM_S0045_87.wav,từ ngữ chỉ sự vật là chim én hoa cánh mầm non,model1_wav2vec2_vi,-0.0223,-2.9681,
TQA_7_NAM_S0045_269,audio_data/private_test/TQA_7_NAM_S0045_269.wav,ghét đúng là a nối với hai đàn có hạ cánh reo mừng,model1_wav2vec2_vi,-0.0227,-2.957,
TQA_7_NAM_S0045_262,audio_data/private_test/TQA_7_NAM_S0045_262.wav,câu thơ nào cho thấy bờ chêa rất vui khi có khắt đến,model1_wav2vec2_vi,-0.0353,-2.9854,
TQA_7_NAM_S0045_266,audio_data/private_test/TQA_7_NAM_S0045_266.wav,nở đầy hoa trắng,model1_wav2vec2_vi,-0.0166,-2.995,
TQA_7_NAM_S0045_35,audio_data/private_test/TQA_7_NAM_S0045_35.wav,xiê én,model1_wav2vec2_vi,-0.0978,-2.93,
DNL_Nu_6_S0007_72,audio_data/private_test/DNL_Nu_6_S0007_72.wav,bạn và tố thấy cá và chim cùng đi chơi nữa đó,model1_wav2vec2_vi,-0.028,-2.9925,
TQA_7_NAM_S0045_101,audio_data/private_test/TQA_7_NAM_S0045_101.wav,từ trên nền trời xanh thẳm giống như có hàng trăm chiếc,model1_wav2vec2_vi,-0.0271,-2.9725,
TQA_7_NAM_S0045_181,audio_data/private_test/TQA_7_NAM_S0045_181.wav,sáng hôm sau thấy sơn ca đã chết,model1_wav2vec2_vi,-0.0322,-2.9708,
TQA_7_NAM_S0045_32,audio_data/private_test/TQA_7_NAM_S0045_32.wav,à hình ảnh số mười là con chim mình bịp rác,model1_wav2vec2_vi,-0.059,-2.9633,
TQA_7_NAM_S0045_231,audio_data/private_test/TQA_7_NAM_S0045_231.wav,theo các cậu các loài chi mang đến lợi ích gì cho con người,model1_wav2vec2_vi,-0.0157,-2.9877,
TQA_7_NAM_S0045_154,audio_data/private_test/TQA_7_NAM_S0045_154.wav,nếu thấy nguy hiểm có có thể bay đi chốn thật nhanh,model1_wav2vec2_vi,-0.0304,-2.9853,
TQA_7_NAM_S0045_116,audio_data/private_test/TQA_7_NAM_S0045_116.wav,dựa theo bài đọc hãy tả lại hình ảnh của một loài chim mà các bạn thích nhẽ,model1_wav2vec2_vi,-0.0313,-2.9918,
